2417026282, 1334111565, 1139062431, 1726094750, 1817696205, 2470941832, 1195259629, 380717435, 2287953000, 730132068, 1460384266, 208310148, 2303235114, 2750104949, 396764566, 809835187, 1604092008, 1448944717, 1999589837, 2558243174, 673340517, 2055345629, 630215075, 1211639653, 2592585612, 2014336338, 1571136688, 1855904453, 170282258, 1274306317, 2267535917, 223745917, 2678454981, 56088111, 2856110362, 656710423, 2960873981, 866521840, 543803453, 1246094615, 416703520, 549750214, 2261626371, 2317458351, 2661213617, 1580134894, 2851676684, 2129699460, 1611629527, 2353054697, 2479409053, 1446141031, 242719784, 2913882386, 1526095898, 1896710135, 1374059642, 2542121410, 1425782703, 1850506408, 2200370009, 523896992, 1237695634, 1144700015, 1979154076, 2020126566, 724492471, 978058757, 1235449115, 1265091396, 432012369, 1410366930, 45616062, 1630197661, 2270703078, 336778632, 27331324, 1718066597, 1007030272, 287659977, 719081574, 2176662394, 2845927185, 2733174988, 2518562857, 945895546, 1641893839, 2889060527, 2910465251, 1663368158, 2602100384, 841692964, 2718506643, 1668281356, 371468031, 1413911231, 2717719742, 685262332, 2353027420, 2392003565
2160885499, 1843767550, 2695789947, 726272996, 2208879805, 794786080, 1147630840, 1104187629, 1563780718, 1175336449, 1158046751, 2325278018, 2486051716, 1118886236, 855026693, 2027800266, 2313776838, 2132731604, 2939555477, 2552551179, 1321964584, 1071998652, 791350187, 2249231811, 2429387311, 2450215995, 2891623088, 2916851447, 1998007895, 602570183, 493969753, 2269394256, 1883323877, 2345740203, 86728827, 2303732652, 661583366, 2773882172, 2994980155, 1841174589, 689183835, 2212170717, 655164315, 2384105360, 2429715100, 1502518342, 50003474, 237596607, 428663515, 2203288740, 2443678683, 1921744763, 2828935426, 2419149188, 2177824218, 266856877, 548986915, 1151193154, 1044216335, 1469185891, 2174309750, 1455002048, 319667292, 1518211780, 936945025, 2980309717, 2763800613, 384971076, 285358431, 178679907, 629149188, 1839028509, 539516453, 2147161424, 2329915082, 43342837, 623339331, 139537359, 1828789213, 1104425659, 564272831, 869417324, 2114141519, 1702252609, 1598063041, 327937256, 2908706236, 946143998, 1894651098, 124133474, 328730380, 527191120, 2560755008, 266489676, 2192797901, 18112111, 2345811651, 537726191, 1803258649, 223217440
400450582, 556839477, 1451948228, 1979220825, 2088625587, 1660699389, 469466210, 1739908486, 2240282171, 2721321618, 269006703, 2420532826, 2182355799, 2801843041, 1798667136, 681820877, 2340501286, 1993220884, 1860379072, 2237177455, 1967753138, 261301701, 1601991095, 1032591454, 337915678, 110977427, 1353718746, 2667530665, 1755133644, 2429470247, 1150647379, 2179571443, 908691684, 1991531287, 1465828075, 1612154097, 1553916299, 2989088495, 389296281, 2725428843, 180525244, 104873845, 1016374277, 2991367781, 2859963499, 1937069251, 2327181280, 1266599531, 2911558468, 2494608682, 1878649921, 1191650884, 2732136876, 374889713, 2209030907, 2696809476, 138759010, 620014779, 2376951763, 1151224435, 2643085354, 1486948535, 678842653, 2677014698, 1481251822, 2105329265, 1119185965, 1815142123, 550374674, 882663624, 2952630614, 2948728383, 1280444267, 1551455691, 1626867674, 1456723178, 2932422559, 153181532, 2686947950, 434752687, 1920392163, 2818969179, 2788615091, 2628396716, 1604203501, 400910797, 1856675664, 608508188, 2706622432, 1961078972, 116612872, 892443524, 2267102547, 659046029, 1795638002, 95615385, 461764785, 1550457734, 2287544165, 1838322781
558299492, 171056982, 2677695855, 2187519512, 2645904108, 1485314476, 1423689623, 2021032125, 222361227, 297786564, 473972437, 1593060473, 2523048456, 272865757, 2529548314, 1824076956, 2383982952, 230829773, 1925237145, 1912866780, 433910407, 1015129393, 1234815041, 1601729159, 1894471442, 1493999528, 892242452, 3006760979, 2988529647, 120945776, 1336965636, 2916545527, 23447111, 2526151091, 786361217, 1040785674, 3014119585, 3004337682, 544554614, 1333191157, 1227296786, 587750263, 2732262015, 2596095844, 1235260232, 400299498, 2691094781, 2353261933, 831140394, 1315731771, 2753311804, 1580890321, 732231173, 1699586190, 1848236303, 2477862743, 1102654693, 1829670939, 1091422362, 2099249310, 731884262, 354544818, 1401307573, 712034037, 1132063061, 2582089895, 14180138, 1269413889, 3908427, 2784803458, 1230098507, 1241417387, 212194997, 1383387609, 2008345017, 1834624381, 2259903136, 717434900, 1695198704, 2865772863, 1057336107, 608010211, 179449164, 1623180481, 1969023246, 41390928, 2307721319, 1423154055, 1278874309, 2048111999, 2376126481, 531834246, 980642870, 389166540, 1179125081, 3033047160, 1628799351, 541936550, 831684467, 2236819514
2479857227, 599603220, 2945192310, 200596431, 2764136597, 1489610335, 1803603505, 2803836130, 1008951219, 501668943, 2547093935, 2196066147, 790193371, 2012975692, 835571111, 2404224672, 2317690881, 1878046613, 2376857017, 31114083, 1720931487, 1507556043, 1414436505, 1277064966, 2205520021, 1946500404, 1064691937, 2705873895, 1730978024, 168046486, 986076259, 2873083544, 431320549, 1819050339, 1797212828, 3003010882, 2555356186, 2156684533, 2553379245, 1948922172, 2259545441, 630486326, 425808723, 2584932466, 99656491, 1886377882, 2873849898, 1778475482, 1472680095, 2065758016, 1603554061, 1585481117, 2206837163, 2503434538, 1326306055, 618211196, 134171115, 392451743, 1692781335, 1776609183, 178194470, 2804805315, 717939101, 760687014, 1512569669, 2595328622, 2363352426, 2394450764, 1139427949, 1252455224, 1977862660, 611134437, 1420931106, 676683828, 2831622734, 1457813289, 1728294603, 2061849659, 2606975620, 444667274, 422915782, 1537536489, 2206473500, 843866201, 776306993, 1766366540, 1877535715, 2800866843, 946625290, 970093853, 709415106, 1057231138, 517661753, 647918395, 1421978484, 1851133768, 2389144007, 2221986838, 1493838955, 2822458291
1877632908, 516843275, 1392743924, 1082949861, 64680940, 2781386011, 500486504, 1882244709, 1184106135, 770873925, 419868451, 264719071, 2448099932, 46798270, 269316821, 2694390995, 1094930399, 1583137999, 2749202405, 75233506, 1815165624, 2898787843, 2220875484, 1026921824, 1339507673, 969650805, 1116241800, 272266700, 620782053, 294178784, 2109927886, 2868625664, 1596672953, 1670688167, 2183728935, 2410397949, 2888781335, 269558128, 2231034179, 1230018488, 658097251, 628321935, 2891873909, 2360713350, 115166699, 1437690136, 392067498, 1462201981, 2782365636, 1740334910, 1985858070, 1066049211, 168715663, 2770924351, 628922736, 410518127, 427621341, 1675975189, 2160285835, 630621581, 617433335, 226718862, 2303089292, 2431833966, 2235295610, 491521941, 338786825, 1710944453, 2729424311, 2759177885, 1668696985, 1572622314, 2466584041, 2456331801, 1087735905, 2559409774, 1533195649, 1078529226, 189847461, 326129377, 975212935, 377857835, 2799036477, 1982819698, 181155574, 232233587, 1539517049, 1522375725, 61584071, 486761827, 550508935, 345527566, 2888181493, 791337300, 793684938, 2378322917, 1277081385, 1196828989, 3024645294, 3969995
2736138672, 1563400756, 376409039, 1211859345, 49467144, 366665307, 2194218622, 2182664273, 1970304780, 1221000724, 2433181895, 1706135893, 2999057144, 2674114104, 2631609895, 515506561, 947080545, 565938922, 856791498, 150170289, 2414726316, 418871327, 2980939713, 2848841321, 1940821667, 635713503, 2492541440, 118898702, 807253873, 2219692833, 199631012, 1385261479, 2534308217, 1412232941, 2820757277, 2770089541, 2599888313, 2304859964, 1781448108, 2307427947, 2529486857, 2683879219, 1591477331, 468869357, 1482638251, 1811721729, 1390856327, 234735739, 1175599731, 351851448, 2922360678, 1672498266, 178201533, 2222273154, 2452307610, 2684168283, 379933801, 2220431611, 256917498, 2970450035, 1114086776, 1405310226, 1871057060, 867026552, 1405748930, 478877168, 2346890801, 2138340945, 1695768371, 413131767, 159359768, 2888844081, 531667483, 1213176444, 2175765126, 2624914004, 1837795339, 2435314783, 851279459, 1990047154, 1143256772, 645115730, 743685996, 2911509137, 882037496, 904023411, 2137629934, 1332270719, 1701882717, 482192490, 1957338460, 2016318364, 2957986777, 2423392217, 2477877903, 354152850, 690753945, 1791986625, 928749557, 1603360222
2925611755, 207413489, 1489598355, 2925572975, 2838895437, 1610850727, 2196402387, 855329722, 2725977964, 1081033925, 930874248, 2687709786, 2125708269, 173914480, 1269310356, 51814692, 757956349, 229223912, 1769854222, 2216659032, 1071350392, 1700936568, 1278488273, 777242992, 1258775349, 1612702031, 283611882, 618887849, 2651437988, 129319112, 1515978825, 1478163089, 3022157299, 2819993383, 142966306, 1314918764, 832243806, 978778289, 1511309391, 2959483697, 1061135807, 1664089799, 1043881695, 420892071, 522559740, 1185346411, 1878833277, 1231793264, 2336614359, 2474159230, 751901928, 315442508, 3006291409, 553611097, 2774763846, 2350960092, 2457981089, 776044237, 2572840494, 104970003, 829023431, 1363099143, 1296108640, 2171786653, 2333388528, 2936428034, 294644749, 2110332285, 1437243609, 2513005073, 226010058, 2025165607, 677827729, 1341493367, 2599202712, 1702688131, 2087477935, 1185643488, 1657092675, 2893698162, 20384330, 1436773115, 1864534574, 1871257983, 1367216951, 2012111944, 2130342949, 1690731498, 64372161, 1764944801, 647304992, 1364860057, 708996160, 1850045271, 1034337723, 1585619881, 335342808, 608762909, 2327287181, 1707947270
3027051229, 268047191, 444155628, 619887355, 1150272241, 1607068308, 1282460165, 1260644099, 1144127408, 1148682791, 928026533, 2454055793, 225493631, 100200856, 2328912127, 1335386651, 1423969850, 1083648066, 1134438249, 125735998, 531018543, 1243098595, 260983732, 438023833, 1693046495, 168892444, 9140258, 173544162, 2349502413, 2258585545, 2701093286, 2515284846, 2187139581, 382952246, 679703603, 351072660, 707031722, 2288067739, 696168496, 1210403437, 2545108147, 1907309779, 1161850117, 1060129000, 1184377985, 2014479710, 2223443391, 2157297491, 1743583267, 1439125038, 2137606093, 3027903515, 604535016, 1501989592, 2551035935, 1637037578, 1870222065, 2190259986, 1918181589, 285033021, 1845317777, 296027471, 983115693, 2135905045, 686645665, 2812543050, 389226121, 3012391878, 155974794, 2919235285, 264384147, 2935344530, 230657902, 2913934172, 208061115, 2283307358, 462828237, 337145606, 2757143695, 2685512076, 205216493, 2081507887, 1709302775, 1043952875, 2842219001, 2350403951, 254146315, 1200327670, 2456892747, 2929223162, 777266355, 2664541590, 2496564637, 1818638795, 237596542, 455833946, 789986474, 211996179, 208383181, 1487965700
1025065259, 528442140, 2472134392, 2240681406, 2469875624, 2506044874, 234650397, 1398220055, 2652006399, 1139499302, 1016140615, 2970506283, 2006811821, 1417348658, 961753319, 1743230650, 1345439054, 2772367877, 2487714319, 2256790202, 1575872475, 895426939, 1917641281, 1214923223, 1752497783, 3020665125, 2349359591, 2722308566, 574890367, 1764518418, 1781469051, 1273705294, 2059098102, 2453282466, 1555278820, 1810786521, 2762806069, 343545439, 849559378, 579942298, 650865753, 1228884479, 984571596, 2144622443, 1474319135, 1549088823, 1893300224, 2974729772, 2869265040, 1913422067, 2049173602, 1601327535, 674973333, 2399341782, 2575242448, 2792299516, 520046570, 180147211, 604065282, 2973676005, 2186061498, 1008722757, 685699781, 1563677293, 2578337283, 2664511166, 52466771, 1547586379, 1323606985, 427948426, 59893127, 1171833678, 77634933, 1246353794, 109054594, 2012864748, 785990000, 952187123, 1372446464, 3001411411, 1938072186, 669391393, 2299462796, 2031250150, 2377859334, 286560713, 2071288, 1329362512, 1048845148, 3022138305, 1773278955, 2398849848, 1294214493, 607136066, 2849794586, 604141385, 1489674181, 2998035083, 2597742686, 221295322
